experiment_version,start_time,completion_status,completion_time,terminated_early,termination_reason,total_duration_ms,total_duration_min,datapipe_condition,cell_idx,speaker_condition,listener_belief_condition,sequence_idx,measure_order,comp1_some_correct,comp1_some_response,comp1_most_correct,comp1_most_response,comp2_correct,comp_multi_correct,comp_multi_selected,comp3_correct,comp3_selected,n_comp_correct,r1_utterance_predicate,r1_utterance_quantifier,r1_utterance_text,r1_effectiveness,r1_speaker_type,r1_rt,r2_utterance_predicate,r2_utterance_quantifier,r2_utterance_text,r2_effectiveness,r2_speaker_type,r2_rt,r3_utterance_predicate,r3_utterance_quantifier,r3_utterance_text,r3_effectiveness,r3_speaker_type,r3_rt,r4_utterance_predicate,r4_utterance_quantifier,r4_utterance_text,r4_effectiveness,r4_speaker_type,r4_rt,r5_utterance_predicate,r5_utterance_quantifier,r5_utterance_text,r5_effectiveness,r5_speaker_type,r5_rt,n_rounds_completed,completed_all_rounds,attention_check_passed,attention_effectiveness,attention_speaker_type,competence_score,competence_framing,saw_persuasive_reveal,open_speaker_strategy,open_estimation_strategy,open_feedback
1.0.0,2026-02-01T19:11:13.994Z,completed,2026-02-01T19:18:50.935Z,False,,456933,7.61555,,,pers_minus,vigilant,0.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",5,Ineffective,Some,The treatment was ineffective for some patients.,65.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,anti,,Effective,Some,The treatment was effective for some patients.,70.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,65.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,75.0,anti,,5,True,True,100.0,anti,86.0,goal_pursuit_effectiveness,True,They seemed quite uncertain and picked an answer with most ambiguity,,
1.0.0,2026-02-01T00:35:12.021Z,completed,2026-02-01T00:39:04.972Z,False,,232948,3.8824666666666667,,,informative,credulous,0.0,effectiveness_first,False,At least one but must not be all.,True,More than half and could be all.,True,False,"[""all""]",False,"[0,2,3]",2,Effective,Most,The treatment was effective for most patients.,80.0,,,Ineffective,No,The treatment was ineffective for no patients.,0.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,0.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,80.0,helpfulness,False,,,
1.0.0,2026-02-01T21:28:05.601Z,completed,2026-02-01T21:40:08.361Z,False,,722741,12.045683333333333,,,informative,credulous,1.0,effectiveness_first,False,At least two but must not be all.,False,More than 75% and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",3,Ineffective,Most,The treatment was ineffective for most patients.,25.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,5,True,True,100.0,,100.0,helpfulness,False,,,no comment
1.0.0,2026-01-31T22:19:00.706Z,completed,2026-01-31T22:24:27.265Z,False,,326552,5.4425333333333334,,,informative,naturalistic,0.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",5,Effective,Most,The treatment was effective for most patients.,80.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,80.0,helpfulness,False,,"I followed the guidelines that were set out previously about the meanings of the words ""some,"" ""no,"" and ""all.""",
1.0.0,2026-02-01T18:22:58.999Z,completed,2026-02-01T18:31:17.968Z,False,,498933,8.31555,,,pers_minus,credulous,1.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[0,2]",5,Ineffective,Most,The treatment was ineffective for most patients.,25.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,60.0,,,5,True,True,100.0,,69.0,helpfulness,False,,,
1.0.0,2026-02-01T03:07:22.016Z,completed,2026-02-01T03:12:35.205Z,False,,313178,5.219633333333333,,,pers_plus,credulous,0.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",5,Effective,Some,The treatment was effective for some patients.,40.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,80.0,,,Effective,Some,The treatment was effective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,5,True,True,100.0,,15.0,helpfulness,False,,,
1.0.0,2026-02-01T04:34:58.214Z,completed,2026-02-01T04:38:44.791Z,False,,226517,3.7752833333333333,,,informative,naturalistic,1.0,effectiveness_first,False,At least one but must not be all.,False,More than 75% and could be all.,True,False,"[""all""]",False,[2],1,Ineffective,Most,The treatment was ineffective for most patients.,25.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,15.0,,,5,True,True,100.0,,100.0,helpfulness,False,,I used keywords to estimate the effectiveness,
1.0.0,2026-01-31T22:30:31.494Z,completed,2026-01-31T22:50:43.191Z,False,,1211639,20.193983333333332,,,pers_plus,naturalistic,1.0,speaker_type_first,True,At least one and could be all.,False,More than 75% and could be all.,True,False,"[""all""]",False,[2],2,Effective,Most,The treatment was effective for most patients.,65.0,,,Effective,Some,The treatment was effective for some patients.,65.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,,,5,True,True,100.0,,54.0,helpfulness,False,,just used the effectivenesss or non effectiveness,
1.0.0,2026-01-30T16:47:44.000Z,completed,2026-01-30T16:54:17.058Z,False,,393000,6.55,,,pers_plus,credulous,1.0,effectiveness_first,True,At least one and could be all.,False,More than 75% and could be all.,True,True,"[""some"",""all""]",True,"[0,2]",4,Effective,Most,The treatment was effective for most patients.,70.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,Ineffective,Some,The treatment was ineffective for some patients.,80.0,,,Effective,Some,The treatment was effective for some patients.,75.0,,,Ineffective,Some,The treatment was ineffective for some patients.,65.0,,,5,True,True,100.0,,20.0,informativeness,False,,"I assumed some was2 or less, and most was 3 or more.","No, everything was fine."
1.0.0,2026-02-01T02:12:23.519Z,completed,2026-02-01T02:24:32.086Z,False,,728369,12.139483333333333,,,pers_plus,naturalistic,0.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[0,2]",5,Effective,Some,The treatment was effective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,25.0,,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,,,Effective,Some,The treatment was effective for some patients.,25.0,,,Effective,Some,The treatment was effective for some patients.,30.0,,,5,True,True,100.0,,58.0,helpfulness,False,,"The first clue was if they decided to use effective or ineffective. The second hint was that they never used the words 'most' or 'all'. Finally, I had to figure they would not use the word 'some' if they could have used 'all' or 'most'.",
1.0.0,2026-01-30T16:46:23.530Z,completed,2026-01-30T16:49:48.278Z,False,,204738,3.4123,,,pers_plus,vigilant,2.0,effectiveness_first,True,At least one and could be all.,False,More than 75% and could be all.,False,True,"[""all"",""some""]",False,[2],2,Effective,Most,The treatment was effective for most patients.,80.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,85.0,neutral,,Effective,Some,The treatment was effective for some patients.,70.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,70.0,neutral,,Effective,Some,The treatment was effective for some patients.,100.0,anti,,5,True,True,100.0,anti,100.0,goal_accomplishment,True,NA,,no comment
1.0.0,2026-02-01T10:51:57.619Z,completed,2026-02-01T10:58:51.400Z,False,,413692,6.894866666666666,,,pers_plus,vigilant,2.0,speaker_type_first,False,At least two but must not be all.,False,More than 75% but must not be all.,True,False,"[""all""]",True,"[0,2]",2,Effective,Most,The treatment was effective for most patients.,70.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,40.0,anti,,Effective,Some,The treatment was effective for some patients.,40.0,neutral,,Ineffective,Some,The treatment was ineffective for some patients.,65.0,neutral,,Effective,Some,The treatment was effective for some patients.,70.0,pro,,5,True,True,100.0,anti,61.0,goal_pursuit_effectiveness,True,The wording helped me understand what type of speaker I was paired with,,N/A
1.0.0,2026-02-01T21:29:53.448Z,completed,2026-02-01T21:36:13.838Z,False,,380385,6.33975,,,pers_minus,vigilant,2.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",True,"[2,0]",5,Ineffective,Most,The treatment was ineffective for most patients.,25.0,neutral,,Effective,Some,The treatment was effective for some patients.,55.0,pro,,Ineffective,Some,The treatment was ineffective for some patients.,45.0,anti,,Effective,Some,The treatment was effective for some patients.,60.0,anti,,Ineffective,Some,The treatment was ineffective for some patients.,35.0,neutral,,5,True,True,100.0,anti,57.0,goal_pursuit_effectiveness,True,"I decided based on if the information sounded negative or positive. If the speaker used words like ""most"" or ""some,"" that made a difference in the persuasive vs. informative language.",,n/a
1.0.0,2026-01-31T21:31:37.241Z,completed,2026-01-31T21:46:36.871Z,False,,899348,14.989133333333333,,,pers_plus,naturalistic,1.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",False,[0],3,Effective,Most,The treatment was effective for most patients.,70.0,,,Effective,Some,The treatment was effective for some patients.,20.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,20.0,,,Ineffective,Some,The treatment was ineffective for some patients.,30.0,,,5,True,True,100.0,,100.0,helpfulness,False,,I used the speaker's description to make my decision based on the past examples.,I did not encounter technical problem with the study.
1.0.0,2026-02-01T18:06:33.902Z,completed,2026-02-01T18:12:28.574Z,False,,354669,5.91115,,,pers_plus,credulous,2.0,speaker_type_first,False,At least one but must not be all.,False,More than half but must not be all.,True,False,"[""all""]",True,"[2,0]",2,Effective,Most,The treatment was effective for most patients.,75.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,15.0,,,Effective,Some,The treatment was effective for some patients.,10.0,,,5,True,True,100.0,,49.0,helpfulness,False,,,
1.0.0,2026-01-31T23:11:40.591Z,completed,2026-01-31T23:15:50.455Z,False,,249859,4.164316666666667,,,informative,credulous,0.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[0,2]",4,Effective,Most,The treatment was effective for most patients.,80.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,Ineffective,No,The treatment was ineffective for no patients.,100.0,,,Effective,All,The treatment was effective for all patients.,100.0,,,5,True,True,100.0,,100.0,helpfulness,False,,,
1.0.0,2026-02-01T18:11:44.295Z,completed,2026-02-01T18:16:55.938Z,False,,311431,5.1905166666666664,,,informative,naturalistic,1.0,speaker_type_first,False,At least one but must not be all.,True,More than half and could be all.,True,True,"[""all"",""some""]",True,"[2,0]",4,Ineffective,Most,The treatment was ineffective for most patients.,25.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,Ineffective,All,The treatment was ineffective for all patients.,0.0,,,Effective,No,The treatment was effective for no patients.,0.0,,,5,True,True,100.0,,90.0,helpfulness,False,,"Most of the time, the speaker indicated that it was not effective at all, which made it easy to choose 0 on the scale.",
1.0.0,2026-02-01T01:02:13.311Z,completed,2026-02-01T01:06:21.656Z,False,,248337,4.13895,,,pers_plus,credulous,2.0,speaker_type_first,True,At least one and could be all.,True,More than half and could be all.,True,False,"[""all""]",True,"[2,0]",4,Effective,Most,The treatment was effective for most patients.,70.0,,,Ineffective,Some,The treatment was ineffective for some patients.,20.0,,,Effective,Some,The treatment was effective for some patients.,40.0,,,Ineffective,Some,The treatment was ineffective for some patients.,80.0,,,Effective,Some,The treatment was effective for some patients.,20.0,,,5,True,True,100.0,,19.0,helpfulness,False,,,
1.0.0,2026-01-30T17:07:52.911Z,completed,2026-01-30T17:21:10.113Z,False,,797172,13.2862,,,pers_minus,naturalistic,0.0,effectiveness_first,True,At least one and could be all.,True,More than half and could be all.,True,True,"[""some"",""all""]",False,"[3,0]",4,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,65.0,,,Effective,Some,The treatment was effective for some patients.,75.0,,,Ineffective,Some,The treatment was ineffective for some patients.,60.0,,,Ineffective,Some,The treatment was ineffective for some patients.,55.0,,,5,True,True,100.0,,80.0,communicator,False,,i adjusted estimates based on descriptions i considered some could mean a small number or more shifting my rating accordingly,"experiment was clear i like it, thank you "
1.0.0,2026-02-01T19:37:14.501Z,completed,2026-02-01T19:41:32.098Z,False,,257592,4.2932,,,pers_plus,credulous,0.0,speaker_type_first,False,At least two but must not be all.,False,More than half but must not be all.,True,False,"[""all""]",True,"[2,0]",2,Effective,Some,The treatment was effective for some patients.,50.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,Ineffective,Some,The treatment was ineffective for some patients.,80.0,,,Effective,Some,The treatment was effective for some patients.,55.0,,,Effective,Some,The treatment was effective for some patients.,50.0,,,5,True,True,100.0,,4.0,helpfulness,False,,,
